movieId,title,genres,nb_votes,note_moyenne
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,79,3.15
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,68,3.15
34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,50,3.15
1380,Grease (1978),Comedy|Musical|Romance,68,3.14
4018,What Women Want (2000),Comedy|Romance,54,3.14
520,Robin Hood: Men in Tights (1993),Comedy,69,3.13
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,87,3.12
2100,Splash (1984),Comedy|Fantasy|Romance,51,3.12
2424,You've Got Mail (1998),Comedy|Romance,50,3.12
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,140,3.11
786,Eraser (1996),Action|Drama|Thriller,64,3.11
410,Addams Family Values (1993),Children|Comedy|Fantasy,84,3.1
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,60,3.1
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,86,3.09
442,Demolition Man (1993),Action|Adventure|Sci-Fi,81,3.09
653,Dragonheart (1996),Action|Adventure|Fantasy,65,3.09
168,First Knight (1995),Action|Drama|Romance,54,3.08
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,133,3.06
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,58,3.06
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,92,3.05
4025,Miss Congeniality (2000),Comedy|Crime,64,3.05
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,50,3.05
344,Ace Ventura: Pet Detective (1994),Comedy,161,3.04
185,"Net, The (1995)",Action|Crime|Thriller,112,3.04
434,Cliffhanger (1993),Action|Adventure|Thriller,101,3.03
1485,Liar Liar (1997),Comedy,74,3.03
1377,Batman Returns (1992),Action|Crime,60,3.03
1552,Con Air (1997),Action|Adventure|Thriller,59,3.03
95,Broken Arrow (1996),Action|Adventure|Thriller,84,3.02
586,Home Alone (1990),Children|Comedy,116,3.0
30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,61,3.0
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,61,2.96
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,53,2.93
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,137,2.92
3785,Scary Movie (2000),Comedy|Horror,50,2.92
208,Waterworld (1995),Action|Adventure|Sci-Fi,115,2.91
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,57,2.88
466,Hot Shots! Part Deux (1993),Action|Comedy|War,60,2.87
5481,Austin Powers in Goldmember (2002),Comedy,65,2.85
158,Casper (1995),Adventure|Children,62,2.81
784,"Cable Guy, The (1996)",Comedy|Thriller,54,2.81
2699,Arachnophobia (1990),Comedy|Horror,53,2.81
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,64,2.8
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,68,2.76
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,67,2.75
19,Ace Ventura: When Nature Calls (1995),Comedy,88,2.73
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,82,2.73
3977,Charlie's Angels (2000),Action|Comedy,72,2.72
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,59,2.72
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,77,2.71
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,53,2.71
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,53,2.68
173,Judge Dredd (1995),Action|Crime|Sci-Fi,62,2.67
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,55,2.65
435,Coneheads (1993),Comedy|Sci-Fi,63,2.42
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,53,2.21
